id,source_raw_id,raw_topic,normalized_topic,category,region,trend_score,growth_status,explanation,source_file,processed_at
11501,,que pasa salta,Que Pasa Salta,General,AR,50.0,rising,Que Pasa Salta is a General trend in AR with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11502,,tiempo de san juan,Tiempo De San Juan,General,AR,50.0,rising,Tiempo De San Juan is a General trend in AR with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11503,,somos jujuy,Somos Jujuy,General,AR,50.0,rising,Somos Jujuy is a General trend in AR with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11504,,sergio denis,Sergio Denis,General,AR,100.0,exploding,Sergio Denis is a General trend in AR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11505,,anton faber,Anton Faber,General,AT,100.0,exploding,Anton Faber is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11506,,aston villa – liverpool,Aston Villa Liverpool,General,AT,100.0,exploding,Aston Villa Liverpool is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11507,,tauchunfall malediven italiener,Tauchunfall Malediven Italiener,General,AT,100.0,exploding,Tauchunfall Malediven Italiener is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11508,,dänemark,D Nemark,General,AT,100.0,exploding,D Nemark is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11509,,günther maria halmer,G Nther Maria Halmer,General,AT,100.0,exploding,G Nther Maria Halmer is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11510,,buchmacher esc 2026,Buchmacher Esc 2026,General,AT,100.0,exploding,Buchmacher Esc 2026 is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11511,,ralph hasenhüttl,Ralph Hasenh Ttl,General,AT,100.0,exploding,Ralph Hasenh Ttl is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11512,,simone lugner,Simone Lugner,General,AT,100.0,exploding,Simone Lugner is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11513,,manchester city,Manchester City,General,AT,100.0,exploding,Manchester City is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11514,,gta 6 vorbestellen,Gta 6 Vorbestellen,General,AT,100.0,exploding,Gta 6 Vorbestellen is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11515,,jannik sinner,Jannik Sinner,General,AT,100.0,exploding,Jannik Sinner is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11516,,michael schumacher,Michael Schumacher,General,AT,100.0,exploding,Michael Schumacher is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11517,,leon goretzka,Leon Goretzka,General,AT,100.0,exploding,Leon Goretzka is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11518,,eurovision song contest 2026,Eurovision Song Contest 2026,Entertainment,AT,100.0,exploding,Eurovision Song Contest 2026 is an Entertainment trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11519,,eishockey wm 2026,Eishockey Wm 2026,General,AT,100.0,exploding,Eishockey Wm 2026 is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11520,,lidl,Lidl,General,AT,100.0,exploding,Lidl is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11521,,sinner,Sinner,General,AT,100.0,exploding,Sinner is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11522,,hubschrauber,Hubschrauber,General,AT,100.0,exploding,Hubschrauber is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11523,,lets dance ausgeschieden,Lets Dance Ausgeschieden,General,AT,100.0,exploding,Lets Dance Ausgeschieden is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11524,,angelica domröse,Angelica Domr Se,General,AT,100.0,exploding,Angelica Domr Se is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11525,,wettersturz,Wettersturz,General,AT,100.0,exploding,Wettersturz is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11526,,giro etappe heute,Giro Etappe Heute,Tech,AT,100.0,exploding,Giro Etappe Heute is a Tech trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11527,,westautobahn,Westautobahn,General,AT,100.0,exploding,Westautobahn is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11528,,peter schmiedlechner,Peter Schmiedlechner,General,AT,100.0,exploding,Peter Schmiedlechner is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11529,,schlangen,Schlangen,General,AT,100.0,exploding,Schlangen is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11530,,biathlon,Biathlon,General,AT,100.0,exploding,Biathlon is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11531,,kärnten,K Rnten,General,AT,100.0,exploding,K Rnten is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11532,,kleinkind,Kleinkind,General,AT,100.0,exploding,Kleinkind is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11533,,markus schopp,Markus Schopp,General,AT,100.0,exploding,Markus Schopp is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11534,,victoria swarovski esc,Victoria Swarovski Esc,General,AT,100.0,exploding,Victoria Swarovski Esc is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11535,,finanzen,Finanzen,General,AT,100.0,exploding,Finanzen is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11536,,jannik schuster,Jannik Schuster,General,AT,100.0,exploding,Jannik Schuster is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11537,,eishockey wm,Eishockey Wm,General,AT,100.0,exploding,Eishockey Wm is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11538,,daniel ricciardo,Daniel Ricciardo,General,AT,100.0,exploding,Daniel Ricciardo is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11539,,finanzpolizei,Finanzpolizei,General,AT,100.0,exploding,Finanzpolizei is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11540,,schüler,Sch Ler,General,AT,100.0,exploding,Sch Ler is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11541,,laura wontorra,Laura Wontorra,General,AT,100.0,exploding,Laura Wontorra is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11542,,mark mateschitz,Mark Mateschitz,General,AT,100.0,exploding,Mark Mateschitz is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11543,,johannes hoff thorup,Johannes Hoff Thorup,General,AT,100.0,exploding,Johannes Hoff Thorup is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11544,,bayern star steht plötzlich zum verkauf,Bayern Star Steht Pl Tzlich Zum Verkauf,General,AT,100.0,exploding,Bayern Star Steht Pl Tzlich Zum Verkauf is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11545,,rizespor – beşiktaş,Rizespor Be Ikta,General,AT,100.0,exploding,Rizespor Be Ikta is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11546,,stefan posch,Stefan Posch,General,AT,100.0,exploding,Stefan Posch is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11547,,fußball,Fu Ball,General,AT,100.0,exploding,Fu Ball is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11548,,giro d'italia 2026,Giro D Italia 2026,General,AT,100.0,exploding,Giro D Italia 2026 is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11549,,atp rom,Atp Rom,General,AT,100.0,exploding,Atp Rom is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11550,,iphone,Iphone,Tech,AT,100.0,exploding,Iphone is a Tech trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11551,,reisewarnung,Reisewarnung,General,AT,100.0,exploding,Reisewarnung is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11552,,esc startliste finale,Esc Startliste Finale,General,AT,100.0,exploding,Esc Startliste Finale is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11553,,rolling stones,Rolling Stones,General,AT,100.0,exploding,Rolling Stones is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11554,,nba,Nba,Sports,AT,50.0,rising,Nba is a Sports trend in AT with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11555,,ester exposito,Ester Exposito,General,AT,100.0,exploding,Ester Exposito is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11556,,laura privatstiftung,Laura Privatstiftung,General,AT,100.0,exploding,Laura Privatstiftung is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11557,,milano,Milano,General,AT,100.0,exploding,Milano is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11558,,john jürgens,John J Rgens,General,AT,100.0,exploding,John J Rgens is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11559,,tv programm heute,Tv Programm Heute,General,AT,50.0,rising,Tv Programm Heute is a General trend in AT with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11560,,jenny jürgens,Jenny J Rgens,General,AT,100.0,exploding,Jenny J Rgens is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11561,,smudo,Smudo,General,AT,100.0,exploding,Smudo is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11562,,geburtenrate,Geburtenrate,General,AT,100.0,exploding,Geburtenrate is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11563,,casper ruud,Casper Ruud,General,AT,100.0,exploding,Casper Ruud is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11564,,bergrettung,Bergrettung,General,AT,100.0,exploding,Bergrettung is a General trend in AT with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11565,,adelaide vs north melbourne,Adelaide Vs North Melbourne,General,AU,100.0,exploding,Adelaide Vs North Melbourne is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11566,,wests tigers vs sea eagles,Wests Tigers Vs Sea Eagles,General,AU,100.0,exploding,Wests Tigers Vs Sea Eagles is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11567,,sydney vs collingwood,Sydney Vs Collingwood,General,AU,100.0,exploding,Sydney Vs Collingwood is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11568,,aston villa vs liverpool,Aston Villa Vs Liverpool,General,AU,100.0,exploding,Aston Villa Vs Liverpool is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11569,,bali,Bali,General,AU,100.0,exploding,Bali is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11570,,largo,Largo,General,AU,100.0,exploding,Largo is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11571,,timberwolves vs spurs,Timberwolves Vs Spurs,General,AU,100.0,exploding,Timberwolves Vs Spurs is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11572,,rottnest shark,Rottnest Shark,General,AU,100.0,exploding,Rottnest Shark is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11573,,pay rise victorian teachers,Pay Rise Victorian Teachers,General,AU,100.0,exploding,Pay Rise Victorian Teachers is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11574,,reject shop toy recall,Reject Shop Toy Recall,General,AU,100.0,exploding,Reject Shop Toy Recall is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11575,,belfast,Belfast,General,AU,100.0,exploding,Belfast is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11576,,death tax in budget,Death Tax In Budget,General,AU,100.0,exploding,Death Tax In Budget is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11577,,john travolta,John Travolta,General,AU,100.0,exploding,John Travolta is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11578,,mackenzie shirilla,Mackenzie Shirilla,General,AU,100.0,exploding,Mackenzie Shirilla is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11579,,auction,Auction,General,AU,100.0,exploding,Auction is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11580,,subnautica games,Subnautica Games,Gaming,AU,100.0,exploding,Subnautica Games is a Gaming trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11581,,ban vs pak,Ban Vs Pak,General,AU,100.0,exploding,Ban Vs Pak is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11582,,shane gillis,Shane Gillis,General,AU,100.0,exploding,Shane Gillis is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11583,,nep vs usa,Nep Vs Usa,General,AU,100.0,exploding,Nep Vs Usa is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11584,,investment,Investment,General,AU,100.0,exploding,Investment is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11585,,stephen crichton,Stephen Crichton,General,AU,100.0,exploding,Stephen Crichton is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11586,,phillip island,Phillip Island,General,AU,100.0,exploding,Phillip Island is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11587,,fijian drua vs waratahs,Fijian Drua Vs Waratahs,General,AU,100.0,exploding,Fijian Drua Vs Waratahs is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11588,,keperra woolworths,Keperra Woolworths,General,AU,100.0,exploding,Keperra Woolworths is a General trend in AU with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
